Date,Country,AI_projects_fractional_count_based_on_contributions
2019,MNE,0.0004903739442060086
2020,MNE,0.000435464416247643
2021,MNE,0.0008364000564278705
2022,MNE,0.0009400357277951933
2023,MNE,0.0032417413478073942
2011,ROU,0.004098360655737705
2012,ROU,0.002531645569620253
2013,ROU,0.0045797625601265825
2014,ROU,0.000006268043745960503
2015,ROU,0.001414213995949367
2016,ROU,0.001388744960850402
2017,ROU,0.0014103957978785406
2018,ROU,0.001527484156621046
2019,ROU,0.0020248633665236053
2020,ROU,0.0021214362829981145
2021,ROU,0.0019055958263002944
2022,ROU,0.0026290850992685476
2023,ROU,0.0020174792545141875
,,
2014,GEO,0.0009096349488330342
2017,GEO,0.00013483247884368808
2018,GEO,0.00036689557092359286
2019,GEO,0.0005926796903862661
2020,GEO,0.000295529221637335
2021,GEO,0.0006879346690873405
2022,GEO,0.00006713431528213166
2023,GEO,0.00032105186801375754
,,
2012,LUX,0.002531645569620253
2014,LUX,0.0009123593231597846
2015,LUX,0.00149608164
2016,LUX,0.0007466695773917552
2017,LUX,0.000582830900221471
2018,LUX,0.0002254426914710414
2019,LUX,0.0006021589283261802
2020,LUX,0.0007631764935575109
2021,LUX,0.000327002841609421
2022,LUX,0.0005370875911703239
2023,LUX,0.0004300966676698194
,,
2012,LVA,0.005063291139240506
2014,LVA,0.00011220825852782765
2015,LVA,0.0010126582278481013
2016,LVA,0.0005193946530982629
2017,LVA,0.00023312740412635504
2018,LVA,0.00027200179080939005
2019,LVA,0.0002575107296137339
2020,LVA,0.0002358906414990572
2021,LVA,5.162019893032385e-7
2022,LVA,1.118370645245559e-7
2023,LVA,0.00021133274787188305
,,
2015,HRV,0.0018302536496202532
2016,HRV,0.0007989668446979518
2017,HRV,0.0011656370206317753
2018,HRV,0.0008752144025197136
2019,HRV,0.0007851492681545064
2020,HRV,0.00044892941286926464
2021,HRV,0.0008582507773307164
2022,HRV,0.00044328298393416925
2023,HRV,0.000003168531891659501
,,
2016,AND,4.1114630801140784e-8
2017,AND,0.000006400896934374635
2019,AND,0.00009251311399141631
2020,AND,0.000015713387806411062
2022,AND,0.00004731617863113898
2023,AND,0.0004346995318142734
,,
2013,MLT,0.0015822784810126582
2016,MLT,0.0005142522877884366
2017,MLT,0.0003496911061895326
2018,MLT,0.00009063717937097797
2019,MLT,0.000104566760944206
2020,MLT,0.00007856693903205531
2021,MLT,0.00019627763336604515
2022,MLT,0.0001647965312173459
2023,MLT,0.0000014142191246775582
,,
2016,SVK,0.00002048419570391496
2017,SVK,0.0007230725009907914
2018,SVK,0.0005511620508474577
2019,SVK,0.00017188760515021457
2020,SVK,0.0008758473436517913
2021,SVK,0.0004000738859666339
2022,SVK,0.001178602073275862
2023,SVK,0.0004742973518916595
,,
2017,LIE,0.0000032336488331973424
2019,LIE,0.000014306151648068668
2020,LIE,0.00007861171928032684
,,
2017,MDA,0.0002396031654038932
2018,MDA,0.00027196270715127346
2019,MDA,0.0000029290612206008585
2020,MDA,0.0000026188979674732872
2021,MDA,0.00009820665093228656
2022,MDA,0.0002612362510449321
,,
2017,MKD,0.00008753110712204219
2018,MKD,0.00011769010658932295
2019,MKD,0.00014851746034334764
2020,MKD,0.00026724010213702076
2021,MKD,0.000017403769725220803
2022,MKD,0.00007878745869905956
2023,MKD,2.969078826311264e-7
,,
2020,GRL,0.000016791334970144564
,,
2021,ALB,0.000003109986171736997
,,
2020,BIH,0.00007856693903205531
2021,BIH,0.0000018173227203140332
